Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-04-19 09:55:00-04:00,165.9600067138672,166.1199951171875,165.91000366210938,166.11900329589844,103005,0.0,0.0
2023-04-19 09:56:00-04:00,166.10000610351562,166.27000427246094,166.10000610351562,166.1999969482422,163179,0.0,0.0
2023-04-19 09:57:00-04:00,166.2100067138672,166.25,166.07000732421875,166.1999969482422,92054,0.0,0.0
2023-04-19 09:58:00-04:00,166.2299041748047,166.27999877929688,166.18020629882812,166.22000122070312,75343,0.0,0.0
2023-04-19 09:59:00-04:00,166.22000122070312,166.31500244140625,166.14999389648438,166.16000366210938,148468,0.0,0.0
2023-04-19 10:00:00-04:00,166.14999389648438,166.3000030517578,166.11000061035156,166.27000427246094,114485,0.0,0.0
2023-04-19 10:01:00-04:00,166.27999877929688,166.50999450683594,166.24000549316406,166.45399475097656,198501,0.0,0.0
2023-04-19 10:02:00-04:00,166.4600067138672,166.50999450683594,166.33999633789062,166.5050048828125,122932,0.0,0.0
2023-04-19 10:03:00-04:00,166.50999450683594,166.5500030517578,166.38999938964844,166.5478973388672,109183,0.0,0.0
2023-04-19 10:04:00-04:00,166.5489044189453,166.60000610351562,166.44000244140625,166.47999572753906,181987,0.0,0.0
2023-04-19 10:05:00-04:00,166.49000549316406,166.50999450683594,166.30999755859375,166.30999755859375,132046,0.0,0.0
2023-04-19 10:06:00-04:00,166.32000732421875,166.5,166.32000732421875,166.44000244140625,110261,0.0,0.0
2023-04-19 10:07:00-04:00,166.42999267578125,166.47999572753906,166.33999633789062,166.33999633789062,87429,0.0,0.0
2023-04-19 10:08:00-04:00,166.35000610351562,166.46499633789062,166.3300018310547,166.44000244140625,90075,0.0,0.0
2023-04-19 10:09:00-04:00,166.45599365234375,166.47999572753906,166.3300018310547,166.39999389648438,93046,0.0,0.0
2023-04-19 10:10:00-04:00,166.41000366210938,166.42999267578125,166.27999877929688,166.31500244140625,93136,0.0,0.0
2023-04-19 10:11:00-04:00,166.31500244140625,166.34500122070312,166.222900390625,166.27499389648438,135318,0.0,0.0
2023-04-19 10:12:00-04:00,166.27000427246094,166.32000732421875,166.17999267578125,166.2949981689453,92461,0.0,0.0
2023-04-19 10:13:00-04:00,166.2949981689453,166.38499450683594,166.2949981689453,166.3350067138672,105672,0.0,0.0
2023-04-19 10:14:00-04:00,166.3350067138672,166.41000366210938,166.27000427246094,166.2949981689453,140873,0.0,0.0
2023-04-19 10:15:00-04:00,166.2949981689453,166.4199981689453,166.27000427246094,166.4149932861328,90277,0.0,0.0
2023-04-19 10:16:00-04:00,166.4149932861328,166.47000122070312,166.27999877929688,166.36000061035156,132947,0.0,0.0
2023-04-19 10:17:00-04:00,166.35000610351562,166.3699951171875,166.25999450683594,166.30499267578125,104268,0.0,0.0
2023-04-19 10:18:00-04:00,166.3000030517578,166.35000610351562,166.27000427246094,166.33999633789062,82937,0.0,0.0
2023-04-19 10:19:00-04:00,166.35000610351562,166.4600067138672,166.3350067138672,166.35989379882812,116841,0.0,0.0
2023-04-19 10:20:00-04:00,166.35000610351562,166.42999267578125,166.3000030517578,166.4199981689453,96089,0.0,0.0
2023-04-19 10:21:00-04:00,166.42999267578125,166.4600067138672,166.27999877929688,166.36000061035156,96880,0.0,0.0
2023-04-19 10:22:00-04:00,166.3699951171875,166.44000244140625,166.3300018310547,166.36000061035156,91073,0.0,0.0
2023-04-19 10:23:00-04:00,166.36000061035156,166.38499450683594,166.25999450683594,166.26499938964844,94759,0.0,0.0
2023-04-19 10:24:00-04:00,166.25999450683594,166.3000030517578,166.22000122070312,166.24000549316406,136798,0.0,0.0
2023-04-19 10:25:00-04:00,166.23500061035156,166.3000030517578,166.22000122070312,166.24000549316406,79140,0.0,0.0
2023-04-19 10:26:00-04:00,166.2489013671875,166.3800048828125,166.2100067138672,166.375,153039,0.0,0.0
2023-04-19 10:27:00-04:00,166.3800048828125,166.47999572753906,166.3800048828125,166.47869873046875,129355,0.0,0.0
2023-04-19 10:28:00-04:00,166.47999572753906,166.57000732421875,166.4499969482422,166.50999450683594,143689,0.0,0.0
2023-04-19 10:29:00-04:00,166.50999450683594,166.64999389648438,166.50999450683594,166.63999938964844,127947,0.0,0.0
2023-04-19 10:30:00-04:00,166.63949584960938,166.66000366210938,166.5800018310547,166.61000061035156,155353,0.0,0.0
2023-04-19 10:31:00-04:00,166.6199951171875,166.72999572753906,166.60499572753906,166.7115936279297,174685,0.0,0.0
2023-04-19 10:32:00-04:00,166.7198944091797,166.7899932861328,166.6999969482422,166.72500610351562,213196,0.0,0.0
2023-04-19 10:33:00-04:00,166.72129821777344,166.73500061035156,166.61000061035156,166.63499450683594,109661,0.0,0.0
2023-04-19 10:34:00-04:00,166.63999938964844,166.6699981689453,166.60000610351562,166.6199951171875,89944,0.0,0.0
2023-04-19 10:35:00-04:00,166.6199951171875,166.6999969482422,166.61000061035156,166.69000244140625,104598,0.0,0.0
2023-04-19 10:36:00-04:00,166.67999267578125,166.78500366210938,166.64999389648438,166.75,104350,0.0,0.0
2023-04-19 10:37:00-04:00,166.75999450683594,166.77000427246094,166.6300048828125,166.71389770507812,83739,0.0,0.0
2023-04-19 10:38:00-04:00,166.7100067138672,166.80999755859375,166.6999969482422,166.77000427246094,87870,0.0,0.0
2023-04-19 10:39:00-04:00,166.77000427246094,166.94000244140625,166.77000427246094,166.93499755859375,167499,0.0,0.0
2023-04-19 10:40:00-04:00,166.94000244140625,167.02000427246094,166.91000366210938,166.9600067138672,358423,0.0,0.0
2023-04-19 10:41:00-04:00,166.9582977294922,166.9949951171875,166.86000061035156,166.88999938964844,110053,0.0,0.0
2023-04-19 10:42:00-04:00,166.88999938964844,166.92999267578125,166.8101043701172,166.92999267578125,147320,0.0,0.0
2023-04-19 10:43:00-04:00,166.9199981689453,166.99000549316406,166.9199981689453,166.99000549316406,120883,0.0,0.0
2023-04-19 10:44:00-04:00,166.97999572753906,167.17999267578125,166.97999572753906,167.1750030517578,248414,0.0,0.0
2023-04-19 10:45:00-04:00,167.17999267578125,167.2050018310547,167.0800018310547,167.10000610351562,189443,0.0,0.0
2023-04-19 10:46:00-04:00,167.08999633789062,167.09500122070312,166.88999938964844,166.96090698242188,214798,0.0,0.0
2023-04-19 10:47:00-04:00,166.9600067138672,166.99989318847656,166.92999267578125,166.9700927734375,74338,0.0,0.0
2023-04-19 10:48:00-04:00,166.96499633789062,167.0500030517578,166.9600067138672,167.04010009765625,88822,0.0,0.0
2023-04-19 10:49:00-04:00,167.05499267578125,167.06900024414062,167.02999877929688,167.05499267578125,90730,0.0,0.0
2023-04-19 10:50:00-04:00,167.0500030517578,167.06239318847656,167.00999450683594,167.03720092773438,71283,0.0,0.0
2023-04-19 10:51:00-04:00,167.0301055908203,167.14999389648438,167.02999877929688,167.11500549316406,108622,0.0,0.0
2023-04-19 10:52:00-04:00,167.1199951171875,167.14999389648438,167.0800018310547,167.0800018310547,97921,0.0,0.0
2023-04-19 10:53:00-04:00,167.10000610351562,167.10000610351562,166.94000244140625,166.9600067138672,116259,0.0,0.0
2023-04-19 10:54:00-04:00,166.9600067138672,166.9600067138672,166.8800048828125,166.95899963378906,108480,0.0,0.0
2023-04-19 10:56:00-04:00,166.97000122070312,167.00909423828125,166.97000122070312,166.99000549316406,192369,0.0,0.0
2023-04-19 10:57:00-04:00,166.9949951171875,167.02000427246094,166.97000122070312,167.0,68483,0.0,0.0
2023-04-19 10:58:00-04:00,166.97999572753906,166.99000549316406,166.92010498046875,166.9499969482422,61560,0.0,0.0
2023-04-19 10:59:00-04:00,166.94000244140625,166.97999572753906,166.89999389648438,166.92999267578125,58456,0.0,0.0
2023-04-19 11:00:00-04:00,166.9300994873047,166.97000122070312,166.90989685058594,166.94000244140625,84289,0.0,0.0
2023-04-19 11:01:00-04:00,166.9499969482422,167.177001953125,166.9302978515625,167.1699981689453,148674,0.0,0.0
2023-04-19 11:02:00-04:00,167.1699981689453,167.1750030517578,167.02000427246094,167.06849670410156,92980,0.0,0.0
2023-04-19 11:03:00-04:00,167.07000732421875,167.15989685058594,167.05999755859375,167.13999938964844,89552,0.0,0.0
2023-04-19 11:04:00-04:00,167.13999938964844,167.17999267578125,167.0,167.0800018310547,160380,0.0,0.0
2023-04-19 11:05:00-04:00,167.08999633789062,167.1300048828125,167.02499389648438,167.11990356445312,88548,0.0,0.0
2023-04-19 11:06:00-04:00,167.11000061035156,167.14999389648438,167.0399932861328,167.13999938964844,84560,0.0,0.0
2023-04-19 11:07:00-04:00,167.13999938964844,167.25010681152344,167.1201934814453,167.19000244140625,163296,0.0,0.0
2023-04-19 11:08:00-04:00,167.1999053955078,167.22999572753906,167.0800018310547,167.08999633789062,100069,0.0,0.0
2023-04-19 11:09:00-04:00,167.09500122070312,167.09500122070312,167.0,167.05999755859375,105554,0.0,0.0
2023-04-19 11:10:00-04:00,167.0500030517578,167.17999267578125,167.02000427246094,167.125,99268,0.0,0.0
2023-04-19 11:11:00-04:00,167.1300048828125,167.15150451660156,167.0449981689453,167.1199951171875,76832,0.0,0.0
2023-04-19 11:12:00-04:00,167.11000061035156,167.16000366210938,167.10000610351562,167.1300048828125,56780,0.0,0.0
2023-04-19 11:13:00-04:00,167.13999938964844,167.27000427246094,167.13999938964844,167.25999450683594,89534,0.0,0.0
2023-04-19 11:14:00-04:00,167.25999450683594,167.2899932861328,167.12100219726562,167.18820190429688,115239,0.0,0.0
2023-04-19 11:15:00-04:00,167.18739318847656,167.33999633789062,167.1699981689453,167.32000732421875,116797,0.0,0.0
2023-04-19 11:16:00-04:00,167.32000732421875,167.32989501953125,167.22999572753906,167.27999877929688,91616,0.0,0.0
2023-04-19 11:17:00-04:00,167.27000427246094,167.3800048828125,167.24000549316406,167.24009704589844,123927,0.0,0.0
2023-04-19 11:18:00-04:00,167.24000549316406,167.29879760742188,167.22000122070312,167.2664031982422,67158,0.0,0.0
2023-04-19 11:19:00-04:00,167.25999450683594,167.2799072265625,167.17999267578125,167.22000122070312,55862,0.0,0.0
2023-04-19 11:20:00-04:00,167.1999969482422,167.27000427246094,167.17999267578125,167.25,62361,0.0,0.0
2023-04-19 11:21:00-04:00,167.24000549316406,167.27000427246094,167.13999938964844,167.2100067138672,597381,0.0,0.0
2023-04-19 11:22:00-04:00,167.2050018310547,167.2100067138672,167.1199951171875,167.1199951171875,76400,0.0,0.0
2023-04-19 11:23:00-04:00,167.1199951171875,167.1199951171875,167.07000732421875,167.0749053955078,88922,0.0,0.0
2023-04-19 11:24:00-04:00,167.07130432128906,167.14649963378906,167.05499267578125,167.125,105194,0.0,0.0
2023-04-19 11:25:00-04:00,167.125,167.13999938964844,167.00010681152344,167.07000732421875,120341,0.0,0.0
2023-04-19 11:26:00-04:00,167.06300354003906,167.11990356445312,167.02000427246094,167.0883026123047,82264,0.0,0.0
2023-04-19 11:27:00-04:00,167.08999633789062,167.14669799804688,167.0749969482422,167.081298828125,80010,0.0,0.0
2023-04-19 11:28:00-04:00,167.08880615234375,167.11419677734375,167.05499267578125,167.110107421875,50344,0.0,0.0
2023-04-19 11:29:00-04:00,167.11500549316406,167.1699981689453,167.11000061035156,167.14230346679688,63373,0.0,0.0
2023-04-19 11:30:00-04:00,167.13999938964844,167.1699981689453,167.10350036621094,167.11000061035156,77709,0.0,0.0
2023-04-19 11:31:00-04:00,167.11000061035156,167.1199951171875,167.02000427246094,167.0301055908203,61718,0.0,0.0
2023-04-19 11:32:00-04:00,167.02999877929688,167.1199951171875,167.0028076171875,167.0675048828125,92580,0.0,0.0
2023-04-19 11:33:00-04:00,167.05999755859375,167.17999267578125,167.05999755859375,167.16000366210938,79495,0.0,0.0
2023-04-19 11:34:00-04:00,167.1699981689453,167.22000122070312,167.1300048828125,167.19520568847656,96362,0.0,0.0
2023-04-19 11:35:00-04:00,167.17999267578125,167.25999450683594,167.1300048828125,167.2449951171875,102720,0.0,0.0
2023-04-19 11:36:00-04:00,167.2449951171875,167.33990478515625,167.2209930419922,167.33839416503906,115281,0.0,0.0
2023-04-19 11:37:00-04:00,167.33999633789062,167.5,167.281494140625,167.5,212998,0.0,0.0
2023-04-19 11:38:00-04:00,167.4949951171875,167.64999389648438,167.47999572753906,167.6300048828125,331651,0.0,0.0
2023-04-19 11:39:00-04:00,167.625,167.6999969482422,167.60000610351562,167.6300048828125,222903,0.0,0.0
2023-04-19 11:40:00-04:00,167.6300048828125,167.6699981689453,167.5399932861328,167.5518035888672,163624,0.0,0.0
2023-04-19 11:41:00-04:00,167.55999755859375,167.59500122070312,167.52999877929688,167.58099365234375,77969,0.0,0.0
2023-04-19 11:42:00-04:00,167.5800018310547,167.69000244140625,167.5800018310547,167.6645050048828,130802,0.0,0.0
2023-04-19 11:43:00-04:00,167.6645965576172,167.6699981689453,167.57850646972656,167.5800018310547,82530,0.0,0.0
2023-04-19 11:44:00-04:00,167.5800018310547,167.59500122070312,167.52999877929688,167.55999755859375,82487,0.0,0.0
2023-04-19 11:45:00-04:00,167.55999755859375,167.5998992919922,167.50999450683594,167.52999877929688,83970,0.0,0.0
2023-04-19 11:46:00-04:00,167.52000427246094,167.639892578125,167.52000427246094,167.55499267578125,116893,0.0,0.0
2023-04-19 11:47:00-04:00,167.5500030517578,167.55580139160156,167.4199981689453,167.45120239257812,197143,0.0,0.0
2023-04-19 11:48:00-04:00,167.4550018310547,167.58999633789062,167.44000244140625,167.5124969482422,142370,0.0,0.0
2023-04-19 11:49:00-04:00,167.52999877929688,167.58999633789062,167.52999877929688,167.54879760742188,67585,0.0,0.0
2023-04-19 11:50:00-04:00,167.5399932861328,167.55999755859375,167.49000549316406,167.5,44131,0.0,0.0
2023-04-19 11:51:00-04:00,167.50999450683594,167.55999755859375,167.5,167.5590057373047,48509,0.0,0.0
2023-04-19 11:52:00-04:00,167.57000732421875,167.64999389648438,167.55999755859375,167.64019775390625,89865,0.0,0.0
2023-04-19 11:53:00-04:00,167.64500427246094,167.6699981689453,167.6199951171875,167.6199951171875,60373,0.0,0.0
2023-04-19 11:54:00-04:00,167.62539672851562,167.67999267578125,167.62539672851562,167.6750030517578,65025,0.0,0.0
2023-04-19 11:55:00-04:00,167.6699981689453,167.6898956298828,167.5,167.63999938964844,94687,0.0,0.0
2023-04-19 11:56:00-04:00,167.63369750976562,167.76499938964844,167.61000061035156,167.7050018310547,166751,0.0,0.0
2023-04-19 11:57:00-04:00,167.7050018310547,167.7899932861328,167.6999969482422,167.73500061035156,118866,0.0,0.0
2023-04-19 11:58:00-04:00,167.72390747070312,167.72999572753906,167.60000610351562,167.6199951171875,123246,0.0,0.0
2023-04-19 11:59:00-04:00,167.59210205078125,167.6199951171875,167.57009887695312,167.58999633789062,61464,0.0,0.0
2023-04-19 12:00:00-04:00,167.61000061035156,167.66000366210938,167.57000732421875,167.63999938964844,65363,0.0,0.0
2023-04-19 12:01:00-04:00,167.63999938964844,167.64500427246094,167.5449981689453,167.5511932373047,59623,0.0,0.0
2023-04-19 12:02:00-04:00,167.55999755859375,167.57510375976562,167.5,167.50999450683594,71415,0.0,0.0
2023-04-19 12:03:00-04:00,167.5,167.52000427246094,167.41000366210938,167.47999572753906,129376,0.0,0.0
2023-04-19 12:04:00-04:00,167.47779846191406,167.50999450683594,167.4499969482422,167.4971923828125,53547,0.0,0.0
2023-04-19 12:05:00-04:00,167.4949951171875,167.5500030517578,167.4600067138672,167.4949951171875,120623,0.0,0.0
2023-04-19 12:06:00-04:00,167.4929962158203,167.69000244140625,167.47999572753906,167.6649932861328,102783,0.0,0.0
2023-04-19 12:07:00-04:00,167.6699981689453,167.72999572753906,167.6699981689453,167.71499633789062,115761,0.0,0.0
2023-04-19 12:08:00-04:00,167.7100067138672,167.8300018310547,167.7050018310547,167.8000030517578,141755,0.0,0.0
2023-04-19 12:09:00-04:00,167.80999755859375,167.8300018310547,167.71090698242188,167.75,131622,0.0,0.0
2023-04-19 12:10:00-04:00,167.75,167.7949981689453,167.7440948486328,167.75759887695312,62043,0.0,0.0
2023-04-19 12:11:00-04:00,167.7550048828125,167.77520751953125,167.7100067138672,167.75999450683594,62064,0.0,0.0
2023-04-19 12:12:00-04:00,167.75999450683594,167.75999450683594,167.70309448242188,167.7100067138672,52137,0.0,0.0
2023-04-19 12:13:00-04:00,167.72000122070312,167.75,167.6999969482422,167.6999969482422,43568,0.0,0.0
2023-04-19 12:14:00-04:00,167.6999969482422,167.7799072265625,167.67010498046875,167.76010131835938,64287,0.0,0.0
2023-04-19 12:15:00-04:00,167.7617950439453,167.85000610351562,167.75999450683594,167.8249969482422,95091,0.0,0.0
2023-04-19 12:16:00-04:00,167.82229614257812,167.8800048828125,167.75999450683594,167.76890563964844,111357,0.0,0.0
2023-04-19 12:17:00-04:00,167.7799072265625,167.77999877929688,167.72999572753906,167.75999450683594,48169,0.0,0.0
2023-04-19 12:18:00-04:00,167.77000427246094,167.80999755859375,167.75999450683594,167.7667999267578,56470,0.0,0.0
2023-04-19 12:19:00-04:00,167.75999450683594,167.77999877929688,167.67999267578125,167.7100067138672,61054,0.0,0.0
2023-04-19 12:20:00-04:00,167.6999969482422,167.72000122070312,167.6699981689453,167.71009826660156,55518,0.0,0.0
2023-04-19 12:21:00-04:00,167.71499633789062,167.74000549316406,167.67999267578125,167.71929931640625,41850,0.0,0.0
2023-04-19 12:22:00-04:00,167.73500061035156,167.77000427246094,167.70010375976562,167.7100067138672,36228,0.0,0.0
2023-04-19 12:23:00-04:00,167.6999969482422,167.75,167.68499755859375,167.7115936279297,42926,0.0,0.0
2023-04-19 12:24:00-04:00,167.71099853515625,167.77999877929688,167.71099853515625,167.75,51827,0.0,0.0
2023-04-19 12:25:00-04:00,167.7550048828125,167.8000030517578,167.74339294433594,167.75759887695312,59642,0.0,0.0
2023-04-19 12:26:00-04:00,167.75999450683594,167.8300018310547,167.74000549316406,167.82009887695312,1589756,0.0,0.0
2023-04-19 12:27:00-04:00,167.82850646972656,167.88999938964844,167.82000732421875,167.88540649414062,77101,0.0,0.0
2023-04-19 12:28:00-04:00,167.88169860839844,167.88499450683594,167.83999633789062,167.85740661621094,82741,0.0,0.0
2023-04-19 12:29:00-04:00,167.85000610351562,167.8699951171875,167.77000427246094,167.81500244140625,116476,0.0,0.0
2023-04-19 12:30:00-04:00,167.82000732421875,167.94000244140625,167.82000732421875,167.94000244140625,134783,0.0,0.0
2023-04-19 12:31:00-04:00,167.9199981689453,167.99000549316406,167.91990661621094,167.94000244140625,110545,0.0,0.0
2023-04-19 12:32:00-04:00,167.92999267578125,167.96499633789062,167.8990020751953,167.94149780273438,68742,0.0,0.0
2023-04-19 12:33:00-04:00,167.9499969482422,168.0800018310547,167.9409942626953,168.07000732421875,642169,0.0,0.0
2023-04-19 12:34:00-04:00,168.0800018310547,168.08999633789062,167.9499969482422,167.9600067138672,120443,0.0,0.0
2023-04-19 12:35:00-04:00,167.9499969482422,168.0261993408203,167.9499969482422,168.02000427246094,122876,0.0,0.0
2023-04-19 12:36:00-04:00,168.02999877929688,168.07339477539062,167.99000549316406,168.0449981689453,70662,0.0,0.0
2023-04-19 12:37:00-04:00,168.04010009765625,168.0699005126953,167.99000549316406,168.05999755859375,95502,0.0,0.0
2023-04-19 12:38:00-04:00,168.05999755859375,168.0800018310547,168.00999450683594,168.0699005126953,76164,0.0,0.0
2023-04-19 12:39:00-04:00,168.0749969482422,168.08009338378906,168.02999877929688,168.0500030517578,52785,0.0,0.0
2023-04-19 12:40:00-04:00,168.05990600585938,168.11000061035156,168.0399932861328,168.0500030517578,97239,0.0,0.0
2023-04-19 12:41:00-04:00,168.0478973388672,168.06500244140625,168.00990295410156,168.02139282226562,78290,0.0,0.0
2023-04-19 12:42:00-04:00,168.02999877929688,168.1300048828125,168.02499389648438,168.12989807128906,103213,0.0,0.0
2023-04-19 12:43:00-04:00,168.1300048828125,168.16000366210938,168.0399932861328,168.0402069091797,167162,0.0,0.0
2023-04-19 12:44:00-04:00,168.0500030517578,168.05999755859375,168.01199340820312,168.0399932861328,63762,0.0,0.0
2023-04-19 12:45:00-04:00,168.0399932861328,168.0500030517578,167.9416046142578,167.9600067138672,86699,0.0,0.0
2023-04-19 12:46:00-04:00,167.9600067138672,167.9709930419922,167.86000061035156,167.87890625,86642,0.0,0.0
2023-04-19 12:47:00-04:00,167.87420654296875,167.91000366210938,167.86000061035156,167.89500427246094,82599,0.0,0.0
2023-04-19 12:48:00-04:00,167.88999938964844,167.90499877929688,167.8621063232422,167.86500549316406,56646,0.0,0.0
2023-04-19 12:49:00-04:00,167.86500549316406,167.875,167.81019592285156,167.85499572753906,107467,0.0,0.0
2023-04-19 12:50:00-04:00,167.8583984375,167.8699951171875,167.8101043701172,167.83999633789062,61940,0.0,0.0
2023-04-19 12:51:00-04:00,167.84100341796875,167.88999938964844,167.8300018310547,167.86000061035156,72541,0.0,0.0
2023-04-19 12:52:00-04:00,167.8612060546875,167.92999267578125,167.86000061035156,167.9250030517578,0,0.0,0.0
2023-04-19 12:53:00-04:00,167.9199981689453,167.9199981689453,167.8699951171875,167.8699951171875,47086,0.0,0.0
2023-04-19 12:54:00-04:00,167.8800048828125,167.91900634765625,167.86019897460938,167.88999938964844,37200,0.0,0.0
2023-04-19 12:55:00-04:00,167.89999389648438,167.92999267578125,167.8701934814453,167.88999938964844,40285,0.0,0.0
2023-04-19 12:56:00-04:00,167.88999938964844,167.89999389648438,167.83999633789062,167.86000061035156,49714,0.0,0.0
2023-04-19 12:57:00-04:00,167.86000061035156,167.8800048828125,167.82000732421875,167.84410095214844,65795,0.0,0.0
2023-04-19 12:58:00-04:00,167.83999633789062,167.89999389648438,167.8300018310547,167.89889526367188,60859,0.0,0.0
2023-04-19 12:59:00-04:00,167.89149475097656,167.89500427246094,167.83999633789062,167.84010314941406,49697,0.0,0.0
2023-04-19 13:00:00-04:00,167.84500122070312,167.8679962158203,167.72999572753906,167.7489013671875,101232,0.0,0.0
2023-04-19 13:01:00-04:00,167.74009704589844,167.77999877929688,167.72999572753906,167.74000549316406,106624,0.0,0.0
2023-04-19 13:02:00-04:00,167.7353973388672,167.77999877929688,167.72000122070312,167.76339721679688,66447,0.0,0.0
2023-04-19 13:03:00-04:00,167.75999450683594,167.78689575195312,167.75,167.77940368652344,41870,0.0,0.0
2023-04-19 13:04:00-04:00,167.7899932861328,167.80999755859375,167.76010131835938,167.8000030517578,32622,0.0,0.0
2023-04-19 13:05:00-04:00,167.7949981689453,167.8972930908203,167.7902069091797,167.8972930908203,69419,0.0,0.0
2023-04-19 13:06:00-04:00,167.89500427246094,167.9499969482422,167.83999633789062,167.93519592285156,0,0.0,0.0
2023-04-19 13:07:00-04:00,167.9499969482422,168.00999450683594,167.9420928955078,167.97000122070312,93343,0.0,0.0
2023-04-19 13:08:00-04:00,167.97000122070312,167.97500610351562,167.92999267578125,167.9600067138672,59145,0.0,0.0
2023-04-19 13:09:00-04:00,167.9613037109375,167.97999572753906,167.91140747070312,167.92999267578125,44124,0.0,0.0
2023-04-19 13:10:00-04:00,167.92999267578125,168.01499938964844,167.91000366210938,167.99099731445312,59980,0.0,0.0
2023-04-19 13:11:00-04:00,167.9949951171875,168.02749633789062,167.97999572753906,168.02749633789062,72078,0.0,0.0
2023-04-19 13:12:00-04:00,168.02059936523438,168.0800018310547,168.00999450683594,168.07000732421875,77936,0.0,0.0
2023-04-19 13:13:00-04:00,168.0800018310547,168.0800018310547,168.00999450683594,168.02090454101562,78044,0.0,0.0
2023-04-19 13:14:00-04:00,168.02499389648438,168.08999633789062,168.02499389648438,168.05299377441406,58303,0.0,0.0
2023-04-19 13:15:00-04:00,168.0500030517578,168.0500030517578,167.972900390625,167.97500610351562,63006,0.0,0.0
2023-04-19 13:16:00-04:00,167.97999572753906,168.00999450683594,167.91000366210938,167.91990661621094,43155,0.0,0.0
2023-04-19 13:17:00-04:00,167.91000366210938,167.9149932861328,167.74000549316406,167.8300018310547,162705,0.0,0.0
2023-04-19 13:18:00-04:00,167.8311004638672,167.86000061035156,167.75999450683594,167.7899932861328,74863,0.0,0.0
2023-04-19 13:19:00-04:00,167.78799438476562,167.7899932861328,167.6300048828125,167.77000427246094,171746,0.0,0.0
2023-04-19 13:20:00-04:00,167.77499389648438,167.7899932861328,167.69000244140625,167.7281036376953,75443,0.0,0.0
2023-04-19 13:21:00-04:00,167.72500610351562,167.83880615234375,167.72000122070312,167.8350067138672,74562,0.0,0.0
2023-04-19 13:22:00-04:00,167.83999633789062,167.86000061035156,167.80999755859375,167.82000732421875,53190,0.0,0.0
2023-04-19 13:23:00-04:00,167.82000732421875,167.85000610351562,167.8101043701172,167.8350067138672,42176,0.0,0.0
2023-04-19 13:24:00-04:00,167.83999633789062,167.8800048828125,167.83009338378906,167.84500122070312,45537,0.0,0.0
